[4/15/22 09:28PM] Avalon used command ::voted | Player rights = PLAYER	
[6/21/22 03:10PM] Avalon used command ::interface 100000 | Player rights = OWNER	
[6/21/22 03:25PM] Avalon used command ::find nephilim | Player rights = OWNER	
[6/21/22 03:25PM] Avalon used command ::item 23257 500k | Player rights = OWNER	
[6/21/22 03:33PM] Avalon used command ::find neph | Player rights = OWNER	
[6/21/22 03:51PM] Avalon used command ::bank | Player rights = OWNER	
[6/21/22 04:05PM] Avalon used command ::bank | Player rights = OWNER	
[6/21/22 04:05PM] Avalon used command ::item 8328 | Player rights = OWNER	
[6/21/22 04:05PM] Avalon used command ::item 839 | Player rights = OWNER	
[6/21/22 04:06PM] Avalon used command ::item 8340 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::bank | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::find nephilim | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::item 23061 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::item 23062 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::item 23063 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::item 23063 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::item 23064 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::item 23065 | Player rights = OWNER	
[6/21/22 04:37PM] Avalon used command ::bank | Player rights = OWNER	
[6/21/22 04:41PM] Avalon used command ::find nephilim | Player rights = OWNER	
[6/21/22 04:41PM] Avalon used command ::item 23061 | Player rights = OWNER	
[6/21/22 04:41PM] Avalon used command ::item 23062 | Player rights = OWNER	
[6/21/22 04:41PM] Avalon used command ::item 23063 | Player rights = OWNER	
[6/21/22 04:42PM] Avalon used command ::pos | Player rights = OWNER	
[6/21/22 06:40PM] Avalon used command ::zones | Player rights = OWNER	
[6/21/22 06:44PM] Avalon used command ::tele 2958 9487 | Player rights = OWNER	
[6/21/22 06:46PM] Avalon used command ::tele 2330 3888 | Player rights = OWNER	
[6/21/22 09:07PM] Avalon used command ::nephilim | Player rights = OWNER	
[6/21/22 09:07PM] Avalon used command ::find nephilim | Player rights = OWNER	
[6/21/22 09:07PM] Avalon used command ::item 23257 100 | Player rights = OWNER	
[6/21/22 09:09PM] Avalon used command ::NEPHILIM | Player rights = OWNER	
[6/21/22 09:09PM] Avalon used command ::ITEM 23257 100 | Player rights = OWNER	
[6/21/22 09:09PM] Avalon used command ::DR | Player rights = OWNER	
[6/21/22 09:09PM] Avalon used command ::ITEM 23257 50 | Player rights = OWNER	
[6/21/22 09:18PM] Avalon used command ::item 23257 100 | Player rights = OWNER	
[6/21/22 09:18PM] Avalon used command ::guardian | Player rights = OWNER	
[6/21/22 09:18PM] Avalon used command ::mypos | Player rights = OWNER	
[6/21/22 09:23PM] Avalon used command ::find high-tier | Player rights = OWNER	
[6/21/22 09:23PM] Avalon used command ::item 23174 100 | Player rights = OWNER	
[6/21/22 09:28PM] Avalon used command ::nephilim | Player rights = OWNER	
[6/21/22 09:28PM] Avalon used command ::find neph | Player rights = OWNER	
[6/21/22 09:28PM] Avalon used command ::item 23257 250 | Player rights = OWNER	
[6/21/22 09:30PM] Avalon used command ::bank | Player rights = OWNER	
[6/21/22 09:30PM] Avalon used command ::item 23061 | Player rights = OWNER	
[6/21/22 09:30PM] Avalon used command ::item 23062 | Player rights = OWNER	
[6/21/22 09:30PM] Avalon used command ::item 23063 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23064 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23220 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23221 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23222 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23223 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23224 | Player rights = OWNER	
[6/21/22 09:31PM] Avalon used command ::item 23225 | Player rights = OWNER	
[6/21/22 09:48PM] Avalon used command ::voteboss | Player rights = OWNER	
[6/21/22 09:49PM] Avalon used command ::spawnvoteboss | Player rights = OWNER	
[6/21/22 09:50PM] Avalon used command ::god | Player rights = OWNER	
[6/21/22 09:51PM] Avalon used command ::find nephilim bow | Player rights = OWNER	
[6/21/22 09:51PM] Avalon used command ::item 23061 | Player rights = OWNER	
[6/21/22 09:51PM] Avalon used command ::god | Player rights = OWNER	
[6/21/22 09:52PM] Avalon used command ::god | Player rights = OWNER	
[6/21/22 09:56PM] Avalon used command ::spawnvoteboss | Player rights = OWNER	
[6/21/22 09:56PM] Avalon used command ::voted | Player rights = OWNER	
[6/21/22 09:56PM] Avalon used command ::find neph | Player rights = OWNER	
[6/21/22 09:56PM] Avalon used command ::item 23063 | Player rights = OWNER	
[6/21/22 09:56PM] Avalon used command ::god | Player rights = OWNER	
[6/21/22 10:00PM] Avalon used command ::npc 9313 | Player rights = OWNER	
[6/21/22 10:01PM] Avalon used command ::npc 9842 | Player rights = OWNER	
[6/21/22 10:01PM] Avalon used command ::npc 9845 | Player rights = OWNER	
[6/21/22 10:02PM] Avalon used command ::npc 9845 | Player rights = OWNER	
[6/21/22 10:02PM] Avalon used command ::god | Player rights = OWNER	
[6/21/22 10:03PM] Avalon used command ::npc 9814 | Player rights = OWNER	
[6/21/22 10:04PM] Avalon used command ::npc 9826 | Player rights = OWNER	
[6/21/22 10:04PM] Avalon used command ::npc 1880 | Player rights = OWNER	
[6/21/22 10:09PM] Avalon used command ::npc 1880 | Player rights = OWNER	
[6/21/22 10:11PM] Avalon used command ::god | Player rights = OWNER	
[6/21/22 11:19PM] Avalon used command ::vote | Player rights = OWNER	
[6/22/22 01:29AM] Avalon used command ::interface 52750 | Player rights = OWNER	
[6/22/22 01:53AM] Avalon used command ::interface 52750 | Player rights = OWNER	
[6/22/22 01:54AM] Avalon used command ::interface 52750 | Player rights = OWNER	
[6/22/22 02:06AM] Avalon used command ::mypos | Player rights = OWNER	
[6/22/22 02:10AM] Avalon used command ::::interface 52750 | Player rights = OWNER	
[6/22/22 02:10AM] Avalon used command ::interface 52750 | Player rights = OWNER	
[6/22/22 10:49AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 10:49AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 10:50AM] Avalon used command ::::item 6199 50 | Player rights = OWNER	
[6/22/22 10:50AM] Avalon used command ::item 6199 50 | Player rights = OWNER	
[6/22/22 10:58AM] Avalon used command ::empty | Player rights = OWNER	
[6/22/22 10:58AM] Avalon used command ::empty | Player rights = OWNER	
[6/22/22 10:58AM] Avalon used command ::item 12855 500m | Player rights = OWNER	
[6/22/22 10:58AM] Avalon used command ::item 4151 50 | Player rights = OWNER	
[6/22/22 11:03AM] Avalon used command ::item 4252 50 | Player rights = OWNER	
[6/22/22 11:03AM] Avalon used command ::empty | Player rights = OWNER	
[6/22/22 11:03AM] Avalon used command ::item 4152 10 | Player rights = OWNER	
[6/22/22 11:03AM] Avalon used command ::item 12855 500k | Player rights = OWNER	
[6/22/22 11:03AM] Avalon used command ::item 4152 500k | Player rights = OWNER	
[6/22/22 11:03AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:24AM] Avalon used command ::find legends | Player rights = OWNER	
[6/22/22 11:24AM] Avalon used command ::find raid | Player rights = OWNER	
[6/22/22 11:27AM] Avalon used command ::find potion of flight | Player rights = OWNER	
[6/22/22 11:28AM] Avalon used command ::FIND COFFIN O | Player rights = OWNER	
[6/22/22 11:30AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:31AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:36AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:38AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:40AM] Avalon used command ::item 22219 | Player rights = OWNER	
[6/22/22 11:40AM] Avalon used command ::empty | Player rights = OWNER	
[6/22/22 11:40AM] Avalon used command ::item 22219 | Player rights = OWNER	
[6/22/22 11:40AM] Avalon used command ::item 22219 | Player rights = OWNER	
[6/22/22 11:40AM] Avalon used command ::item 23215 | Player rights = OWNER	
[6/22/22 11:40AM] Avalon used command ::item 15289 | Player rights = OWNER	
[6/22/22 11:41AM] Avalon used command ::find pvm | Player rights = OWNER	
[6/22/22 11:43AM] Avalon used command ::dissolveall | Player rights = OWNER	
[6/22/22 11:43AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:43AM] Avalon used command ::item 15288 10 | Player rights = OWNER	
[6/22/22 11:44AM] Avalon used command ::find nephilim | Player rights = OWNER	
[6/22/22 11:45AM] Avalon used command ::item 15289 10 | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::item 15290 10 | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::find pvm ticke | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::item 21220 10 | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::item 22219 10 | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::item 23215 10 | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:46AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:47AM] Avalon used command ::bank | Player rights = OWNER	
[6/22/22 11:47AM] Avalon used command ::item 23215 10 | Player rights = OWNER	
[6/22/22 11:48AM] Avalon used command ::jail | Player rights = OWNER	
[6/22/22 11:53AM] Avalon used command ::jail avalontest | Player rights = OWNER	
[6/22/22 11:53AM] Avalon used command ::::Jail Avalontest | Player rights = OWNER	
[6/22/22 11:53AM] Avalon used command ::::jail Avalontest | Player rights = OWNER	
[6/22/22 11:55AM] Avalon used command ::tele 3023 3735 | Player rights = OWNER	
[6/22/22 11:56AM] Avalon used command ::jail avalontest | Player rights = OWNER	
[6/22/22 02:25PM] Avalon used command ::jail avalon | Player rights = OWNER	
[6/22/22 02:33PM] Avalon used command ::jail avalontest 5 | Player rights = OWNER	
[6/22/22 02:35PM] Avalon used command ::unjail avalontest | Player rights = OWNER	
[6/22/22 02:35PM] Avalon used command ::jail avalontest 1h | Player rights = OWNER	
[6/23/22 02:09AM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:17AM] Avalon used command ::npc 1821 | Player rights = OWNER	
[6/23/22 02:18AM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:53AM] Avalon used command ::tele 2529 4573 | Player rights = OWNER	
[6/23/22 03:55AM] Avalon used command ::tele 2529 4573 4 | Player rights = OWNER	
[6/23/22 01:35PM] Avalon used command ::find scale | Player rights = OWNER	
[6/23/22 01:35PM] Avalon used command ::item 241 | Player rights = OWNER	
[6/23/22 01:35PM] Avalon used command ::item 243 | Player rights = OWNER	
[6/23/22 01:35PM] Avalon used command ::item 18639 | Player rights = OWNER	
[6/23/22 01:35PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 01:36PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 01:36PM] Avalon used command ::item 7630 | Player rights = OWNER	
[6/23/22 01:37PM] Avalon used command ::item 12934 500 | Player rights = OWNER	
[6/23/22 01:37PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 01:40PM] Avalon used command ::item 23294 100 | Player rights = OWNER	
[6/23/22 01:40PM] Avalon used command ::reload | Player rights = OWNER	
[6/23/22 01:40PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 01:51PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 02:00PM] Avalon used command ::npc 3058 | Player rights = OWNER	
[6/23/22 02:00PM] Avalon used command ::npc 4677 | Player rights = OWNER	
[6/23/22 02:05PM] Avalon used command ::tele 2529 4573 4 | Player rights = OWNER	
[6/23/22 02:06PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:06PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:06PM] Avalon used command ::tele 2518 4587 4 | Player rights = OWNER	
[6/23/22 02:11PM] Avalon used command ::\mypos | Player rights = OWNER	
[6/23/22 02:11PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:12PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:12PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:12PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:13PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:16PM] Avalon used command ::mypo | Player rights = OWNER	
[6/23/22 02:18PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:27PM] Avalon used command ::find log | Player rights = OWNER	
[6/23/22 02:27PM] Avalon used command ::find yew log | Player rights = OWNER	
[6/23/22 02:27PM] Avalon used command ::item 2732 | Player rights = OWNER	
[6/23/22 02:27PM] Avalon used command ::object 2732 | Player rights = OWNER	
[6/23/22 02:28PM] Avalon used command ::find ashes | Player rights = OWNER	
[6/23/22 02:29PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 02:31PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::find mushroom | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::item 10968 | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::item 7081 | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::item 7082 | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::item 17824 | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::itm 17819 | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::item 13563 | Player rights = OWNER	
[6/23/22 02:35PM] Avalon used command ::item 13563 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::find shroom | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 4622 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 5282 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 6004 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 6005 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 7058 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 7059 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 7066 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 7067 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 7082 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 17189 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 17819 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::item 17821 | Player rights = OWNER	
[6/23/22 02:36PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 02:37PM] Avalon used command ::item god | Player rights = OWNER	
[6/23/22 02:52PM] Avalon used command ::tele 2528 4572 4 | Player rights = OWNER	
[6/23/22 02:52PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 02:52PM] Avalon used command ::tele 2529 4574 | Player rights = OWNER	
[6/23/22 02:52PM] Avalon used command ::tele 2529 4574 1 | Player rights = OWNER	
[6/23/22 02:52PM] Avalon used command ::tele 2529 4547 4 | Player rights = OWNER	
[6/23/22 02:53PM] Avalon used command ::TELE 2528 4572 4 | Player rights = OWNER	
[6/23/22 02:58PM] Avalon used command ::2742 2743 | Player rights = OWNER	
[6/23/22 02:58PM] Avalon used command ::REPACKINDEX4 | Player rights = OWNER	
[6/23/22 02:58PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 02:58PM] Avalon used command ::tele 4224 5568 | Player rights = OWNER	
[6/23/22 02:59PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 02:59PM] Avalon used command ::home | Player rights = OWNER	
[6/23/22 03:00PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 03:00PM] Avalon used command ::tele 4224 5568 4 | Player rights = OWNER	
[6/23/22 03:00PM] Avalon used command ::noclip | Player rights = OWNER	
[6/23/22 03:01PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:03PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 03:03PM] Avalon used command ::home | Player rights = OWNER	
[6/23/22 03:03PM] Avalon used command ::tele 4224 5568 | Player rights = OWNER	
[6/23/22 03:04PM] Avalon used command ::noclip | Player rights = OWNER	
[6/23/22 03:07PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 03:24PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 03:44PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:45PM] Avalon used command ::empty | Player rights = OWNER	
[6/23/22 03:45PM] Avalon used command ::find celestial scal | Player rights = OWNER	
[6/23/22 03:45PM] Avalon used command ::item 23294 500 | Player rights = OWNER	
[6/23/22 03:46PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:47PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:48PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:48PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 03:49PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 04:03PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 04:03PM] Avalon used command ::mypos | Player rights = OWNER	
[6/23/22 04:03PM] Avalon used command ::home | Player rights = OWNER	
[6/23/22 04:03PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 04:03PM] Avalon used command ::tele 4253 5597 | Player rights = OWNER	
[6/23/22 04:05PM] Avalon used command ::noclip | Player rights = OWNER	
[6/23/22 04:20PM] Avalon used command ::repackindex4 | Player rights = OWNER	
[6/23/22 04:20PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 04:22PM] Avalon used command ::find bar | Player rights = OWNER	
[6/23/22 04:22PM] Avalon used command ::item 20434 | Player rights = OWNER	
[6/23/22 04:22PM] Avalon used command ::item 20433 | Player rights = OWNER	
[6/23/22 04:23PM] Avalon used command ::find bar | Player rights = OWNER	
[6/23/22 04:23PM] Avalon used command ::item 17659 | Player rights = OWNER	
[6/23/22 04:23PM] Avalon used command ::item 17660 | Player rights = OWNER	
[6/23/22 04:23PM] Avalon used command ::item 17651 | Player rights = OWNER	
[6/23/22 04:23PM] Avalon used command ::item 2893 | Player rights = OWNER	
[6/23/22 04:29PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 04:31PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 04:34PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 04:37PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 04:49PM] Avalon used command ::find rock | Player rights = OWNER	
[6/23/22 04:49PM] Avalon used command ::find rock | Player rights = OWNER	
[6/23/22 04:49PM] Avalon used command ::1item 15550 | Player rights = OWNER	
[6/23/22 04:49PM] Avalon used command ::item 19660 | Player rights = OWNER	
[6/23/22 04:50PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 04:51PM] Avalon used command ::ITEM 23295 | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::ITEM 2349 | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::ITEM 2355 | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::ITEM 2363 | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::ITEM 2361 | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::ITEM 2359 | Player rights = OWNER	
[6/23/22 04:53PM] Avalon used command ::ITEM 2353 | Player rights = OWNER	
[6/23/22 04:54PM] Avalon used command ::ITEM 2351 | Player rights = OWNER	
[6/23/22 04:58PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:00PM] Avalon used command ::tele 4257 5958 | Player rights = OWNER	
[6/23/22 05:00PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 05:02PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:03PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:04PM] Avalon used command ::find celestial rocks | Player rights = OWNER	
[6/23/22 05:04PM] Avalon used command ::item 23294 500 | Player rights = OWNER	
[6/23/22 05:04PM] Avalon used command ::item 23295 500 | Player rights = OWNER	
[6/23/22 05:04PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:04PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:05PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:05PM] Avalon used command ::item 23295 500 | Player rights = OWNER	
[6/23/22 05:32PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 05:44PM] Avalon used command ::item 2365 | Player rights = OWNER	
[6/23/22 05:45PM] Avalon used command ::empty | Player rights = OWNER	
[6/23/22 05:45PM] Avalon used command ::item 2365 | Player rights = OWNER	
[6/23/22 05:49PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 05:49PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:49PM] Avalon used command ::find dragon pickaxe | Player rights = OWNER	
[6/23/22 05:49PM] Avalon used command ::item 15259 | Player rights = OWNER	
[6/23/22 05:49PM] Avalon used command ::find celestial | Player rights = OWNER	
[6/23/22 05:49PM] Avalon used command ::item 23295 10 | Player rights = OWNER	
[6/23/22 05:52PM] Avalon used command ::item 1265 | Player rights = OWNER	
[6/23/22 05:53PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 05:59PM] Avalon used command ::find celestial | Player rights = OWNER	
[6/23/22 06:00PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 06:04PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 06:05PM] Avalon used command ::find celestial scale | Player rights = OWNER	
[6/23/22 06:05PM] Avalon used command ::item 23293 | Player rights = OWNER	
[6/23/22 06:05PM] Avalon used command ::item 23294 10 | Player rights = OWNER	
[6/23/22 06:05PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 06:06PM] Avalon used command ::bank | Player rights = OWNER	
[6/23/22 06:07PM] Avalon used command ::MYPOS | Player rights = OWNER	
[6/23/22 06:08PM] Avalon used command ::MYPOS | Player rights = OWNER	
[6/23/22 07:05PM] Avalon used command ::celestialspawn | Player rights = OWNER	
[6/23/22 07:06PM] Avalon used command ::celestialrespawn | Player rights = OWNER	
[6/23/22 07:07PM] Avalon used command ::celestialdespawn | Player rights = OWNER	
[6/23/22 07:08PM] Avalon used command ::celestialrespawn | Player rights = OWNER	
[6/23/22 07:09PM] Avalon used command ::celestialdespawn | Player rights = OWNER	
[6/23/22 07:13PM] Avalon used command ::tele 2651 4002 | Player rights = OWNER	
[6/23/22 07:13PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 07:22PM] Avalon used command ::tele 4257 5598 | Player rights = OWNER	
[6/23/22 07:25PM] Avalon used command ::reload | Player rights = OWNER	
[6/23/22 07:25PM] Avalon used command ::reload | Player rights = OWNER	
[6/23/22 07:26PM] Avalon used command ::find dragon | Player rights = OWNER	
[6/23/22 07:26PM] Avalon used command ::find dragon rider | Player rights = OWNER	
[6/23/22 07:33PM] Avalon used command ::find body | Player rights = OWNER	
[6/23/22 07:33PM] Avalon used command ::find body | Player rights = OWNER	
[6/23/22 07:33PM] Avalon used command ::item 6931 | Player rights = OWNER	
[6/23/22 07:33PM] Avalon used command ::find t2 | Player rights = OWNER	
[6/23/22 07:33PM] Avalon used command ::item 6930 | Player rights = OWNER	
[6/23/22 07:33PM] Avalon used command ::item 6932 | Player rights = OWNER	
[6/23/22 07:34PM] Avalon used command ::item 3728 | Player rights = OWNER	
[6/23/22 07:34PM] Avalon used command ::item 3741 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 4556 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::find yogi | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 3740 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 3742 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 3743 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 3744 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 3745 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 9250 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 9521 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 9252 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 95258 | Player rights = OWNER	
[6/23/22 07:35PM] Avalon used command ::item 9258 | Player rights = OWNER	
[6/23/22 07:36PM] Avalon used command ::find boots | Player rights = OWNER	
[6/23/22 07:36PM] Avalon used command ::item 23214 | Player rights = OWNER	
[6/23/22 07:36PM] Avalon used command ::item 23219 | Player rights = OWNER	
[6/23/22 07:36PM] Avalon used command ::find boots | Player rights = OWNER	
[6/23/22 07:36PM] Avalon used command ::item 634 | Player rights = OWNER	
[6/23/22 07:37PM] Avalon used command ::find gloves | Player rights = OWNER	
[6/23/22 07:37PM] Avalon used command ::find gloves | Player rights = OWNER	
[6/23/22 07:37PM] Avalon used command ::find turquoise | Player rights = OWNER	
[6/23/22 07:37PM] Avalon used command ::item 23097 | Player rights = OWNER	
[6/23/22 07:38PM] Avalon used command ::item 20462 | Player rights = OWNER	
[6/23/22 07:38PM] Avalon used command ::item 20117 | Player rights = OWNER	
[6/23/22 07:38PM] Avalon used command ::item 20118 | Player rights = OWNER	
[6/23/22 07:38PM] Avalon used command ::item 17167 | Player rights = OWNER	
[6/23/22 07:39PM] Avalon used command ::item 17169 | Player rights = OWNER	
[6/23/22 07:39PM] Avalon used command ::item 17153 | Player rights = OWNER	
[6/23/22 07:40PM] Avalon used command ::item 14055 | Player rights = OWNER	
[6/23/22 07:52PM] Avalon used command ::find alex void | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::find alex | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14050 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14051 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14052 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14053 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14054 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14055 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::empty | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14055 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::item 14053 | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::find gloves | Player rights = OWNER	
[6/23/22 07:53PM] Avalon used command ::find amulet | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::item 16141 | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::find amulet | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::find amulet | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::Find necklace | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::find neckitem 1656 | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::item 1656 | Player rights = OWNER	
[6/23/22 07:54PM] Avalon used command ::item 4489 | Player rights = OWNER	
[6/23/22 07:55PM] Avalon used command ::item 5522 | Player rights = OWNER	
[6/23/22 07:55PM] Avalon used command ::item 5521 | Player rights = OWNER	
[6/23/22 07:55PM] Avalon used command ::item 11090 | Player rights = OWNER	
